,Año,Trimestre,Provincia,hasta 512kb,512Kb a 1Mb,1Mb a 6Mb,6Mb a 10Mb,10Mb a 20Mb,20Mb a 30Mb,mas de 30Mb,Otros,Total
718,2014,4,Tierra Del Fuego,120,2830,31489,20,0,0,0,0,31786
719,2014,4,Tucumán,170,28746,85091,20631,2733,1960,0,0,137414
720,2014,3,Buenos Aires,7355,128187,2281524,156693,68947,2430,4232,0,2647181
721,2014,3,Capital Federal,8400,78016,1060145,10217,70907,950,6626,0,1318799
722,2014,3,Catamarca,190,8845,13790,1915,1110,0,0,0,24680
723,2014,3,Chaco,3980,14731,41934,5428,1274,50,0,0,63770
724,2014,3,Chubut,2013,6281,60771,340,0,0,0,0,69099
725,2014,3,Córdoba,6600,98992,435692,28992,18888,840,664,0,583972
726,2014,3,Corrientes,210,15448,41717,5181,1172,0,0,0,63539
727,2014,3,Entre Ríos,1709,2971,91450,12569,131,0,48,0,136796
728,2014,3,Formosa,2001,8323,14202,1324,850,0,0,0,25935
729,2014,3,Jujuy,1270,10979,20216,2305,820,0,0,0,33709
730,2014,3,La Pampa,6458,6645,41009,240,50,40,10,0,54155
731,2014,3,La Rioja,100,4785,9720,1337,610,0,0,0,15913
732,2014,3,Mendoza,350,0,167763,310,120,130,1,0,167855
733,2014,3,Misiones,6400,13637,53510,5928,1606,0,1,0,75322
734,2014,3,Neuquén,1522,3099,80090,1070,2865,100,27,0,87720
735,2014,3,Río Negro,364,5189,86868,870,1944,80,9,0,97745
736,2014,3,Salta,7320,17481,66026,8314,3880,0,0,0,92941
737,2014,3,San Juan,80,4870,51276,0,0,0,0,0,51771
738,2014,3,San Luis,80,0,13029,0,0,30,0,0,13040
739,2014,3,Santa Cruz,1950,1624,24248,10,10,0,0,0,26069
740,2014,3,Santa Fe,823,112593,357615,23962,12124,380,806,0,515368
741,2014,3,Santiago Del Estero,7910,9914,23826,2867,1420,0,0,0,37540
742,2014,3,Tierra Del Fuego,120,3360,32348,20,0,0,0,0,32698
743,2014,3,Tucumán,60,32716,84668,14101,5590,40,0,0,132054
744,2014,2,Buenos Aires,6902,162274,2288772,140226,56549,2840,4309,0,2659316
745,2014,2,Capital Federal,8470,81431,1078213,87359,56004,590,6427,0,1310340
746,2014,2,Catamarca,190,8844,13794,1915,1110,0,0,0,24683
747,2014,2,Chaco,4120,14854,41530,5418,1085,50,0,0,63304
748,2014,2,Chubut,2064,6582,61868,0,0,0,0,0,70514
749,2014,2,Córdoba,2105,101598,429536,28698,14824,760,627,0,577464
750,2014,2,Corrientes,200,15563,41219,5199,9560,0,0,0,62957
751,2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0,135495
752,2014,2,Formosa,2032,8218,13944,1321,850,0,0,0,25600
753,2014,2,Jujuy,1873,11233,18851,2305,820,0,0,0,34344
754,2014,2,La Pampa,7032,6761,34089,180,50,40,10,0,47919
755,2014,2,La Rioja,100,4785,9719,1337,610,0,0,0,15912
756,2014,2,Mendoza,350,60,166710,310,100,50,10,0,166807
757,2014,2,Misiones,5400,13644,53245,5924,1334,20,0,0,74689
758,2014,2,Neuquén,1531,3206,79087,920,2289,20,30,0,86237
759,2014,2,Río Negro,3468,5507,84978,780,1569,20,8,0,95610
760,2014,2,Salta,530,18818,64440,8293,3880,0,0,0,91992
761,2014,2,San Juan,100,5070,51129,0,0,0,0,0,51646
762,2014,2,San Luis,70,0,13045,0,0,10,2,0,13055
763,2014,2,Santa Cruz,1530,1637,25374,20,0,0,0,0,27166
764,2014,2,Santa Fe,8515,115197,353559,23939,10058,340,792,0,512094
765,2014,2,Santiago Del Estero,1231,9914,23842,2867,1420,0,0,0,37996
766,2014,2,Tierra Del Fuego,120,3340,31198,20,0,0,0,0,31546
767,2014,2,Tucumán,60,32714,84675,14101,5590,40,0,0,132059
768,2014,1,Buenos Aires,8469,171244,2279875,121787,38923,2060,4037,0,2624542
769,2014,1,Capital Federal,8520,88826,1096050,70293,38798,550,6208,0,1301081
770,2014,1,Catamarca,190,9147,13330,1672,640,0,0,0,24232
771,2014,1,Chaco,4380,15849,40869,4644,7410,50,0,0,62546
772,2014,1,Chubut,7452,100,61329,0,0,0,0,0,68791
773,2014,1,Córdoba,2076,107705,423114,24112,9818,400,588,0,567453
774,2014,1,Corrientes,200,16357,40742,4486,6300,0,0,0,62235
775,2014,1,Entre Ríos,2177,35206,85248,10828,7460,0,43,0,134248
776,2014,1,Formosa,2062,8475,13685,1133,670,0,0,0,25422
777,2014,1,Jujuy,1832,11498,18415,2002,560,0,0,0,33803
778,2014,1,La Pampa,7434,6535,32501,170,50,40,10,0,46506
779,2014,1,La Rioja,100,5111,9390,1165,350,0,0,0,15711
780,2014,1,Mendoza,350,60,166655,190,100,60,9,0,166740
781,2014,1,Misiones,5450,1446,52852,5139,9580,0,0,0,73954
782,2014,1,Neuquén,4133,9870,77148,840,1582,20,22,0,83958
783,2014,1,Río Negro,467,4618,84304,730,1062,10,8,0,94736
784,2014,1,Salta,530,19677,64061,7192,3140,0,0,0,91297
785,2014,1,San Juan,5310,20,51056,0,0,0,0,0,51589
786,2014,1,San Luis,70,30,12544,0,10,0,2,0,12557
787,2014,1,Santa Cruz,1610,1625,24972,10,10,0,0,0,26760
788,2014,1,Santa Fe,8456,124468,345225,20328,6845,230,668,0,506013
789,2014,1,Santiago Del Estero,1234,10531,22817,2422,1090,0,0,0,37113
790,2014,1,Tierra Del Fuego,120,6070,30902,60,0,0,0,0,31527
791,2014,1,Tucumán,60,34672,83210,11779,3620,30,0,0,130032
